1	0	0	0	0	0	0
2	4.27	0	0	0	0	0
3	8.53	0	0	0	0	0
4	12.8	0	0	0	0	0
5	17.07	0	0	0	0	0
6	21.34	0	0	0	0	0
7	28.65	0	0	0	0	0
8	32	0	0	0	0	0
9	36.48	0	0	0	0	0
10	40.44	0	0	0	0	0
11	44.71	0	0	0	0	0
12	46.69	2.29	0	0	0	1.571
13	46.08	6.55	0	0	0	1.571
14	46.08	10.82	0	0	0	1.571
15	46.08	14.94	0	0	0	1.571
16	46.08	19.2	0	0	0	1.571
17	46.08	23.47	0	0	0	1.571
18	46.08	27.74	0	0	0	1.571
19	43.95	30.48	0	0	0	3.142
20	39.99	30.48	0	0	0	3.142
21	35.41	30.48	0	0	0	3.142
22	31.15	30.48	0	0	0	3.142
23	29.01	30.48	0	0	0	3.142
24	24.75	30.48	0	0	0	3.142
25	20.48	30.48	0	0	0	3.142
26	16.21	30.48	0	0	0	3.142
27	11.94	30.48	0	0	0	3.142
28	7.68	30.48	0	0	0	3.142
29	3.41	30.48	0	0	0	3.142
30	-0.86	30.48	0	0	0	3.142
31	-5.12	30.48	0	0	0	3.142
32	-9.39	30.48	0	0	0	3.142
33	-13.66	30.48	0	0	0	3.142
34	-17.93	30.48	0	0	0	3.142
35	-22.19	30.48	0	0	0	-1.571
36	-22.5	26.21	0	0	0	-1.571
37	-22.19	21.95	0	0	0	-1.571
38	-22.19	17.68	0	0	0	-1.571
39	-22.19	13.41	0	0	0	-1.571
40	-22.19	9.14	0	0	0	-1.571
41	-22.19	4.88	0	0	0	-1.571
42	-22.19	0.61	0	0	0	-1.571
43	-18.25	0	0	0	0	0
44	-14.6	0	0	0	0	0
45	-10.33	0	0	0	0	0
46	-6.06	0	0	0	0	0
47	-2.1	0	0	0	0	0
48	0.0352	0	0	0	0	0
49	0.0352	-4.27	0	0	0	-1.571
50	0.0352	-8.53	0	0	0	-1.571
