1	0	0	0	0	0	0
2	5.171719	0.054236	0	0	0	0.333
3	9.867761	1.583509	0	0	0	0.193
4	14.398181	2.359881	0	0	0	0.214
5	19.012007	3.403021	0	0	0	0.349
6	23.348284	4.82132	0	0	0	0.073
7	28.183587	5.153057	0	0	0	0.265
8	32.979577	6.396056	0	0	0	0.049
9	37.618972	6.680692	0	0	0	0.171
10	41.935895	7.288352	0	0	0	0.349
11	45.48051	8.940478	0	0	0	0.9825
12	45.296718	9.860845	0	0	0	1.73
13	44.691447	14.440669	0	0	0	1.751
14	43.884777	18.960266	0	0	0	1.861
15	42.436876	23.539831	0	0	0	1.709
16	41.645487	28.409032	0	0	0	1.886
17	40.390052	32.720091	0	0	0	1.701
18	39.718481	37.533173	0	0	0	1.71
19	39.286801	39.044644	0	0	0	2.5235
20	32.574393	37.911024	0	0	0	-3.066185
21	28.057689	37.513307	0	0	0	-3.076185
22	23.147751	37.248217	0	0	0	-2.957185
23	18.457334	36.340489	0	0	0	-2.982185
24	13.407121	35.547756	0	0	0	-2.982185
25	8.931455	34.949173	0	0	0	-2.983185
26	4.178766	34.321353	0	0	0	-3.006185
27	-0.508856	33.684999	0	0	0	-3.004185
28	-5.500163	32.838044	0	0	0	-2.971185
29	-10.358937	32.103266	0	0	0	-3.017185
30	-15.18301	31.643745	0	0	0	-2.959185
31	-19.955371	30.750931	0	0	0	-2.954185
32	-24.616548	29.832494	0	0	0	-2.763
33	-28.772214	28.038158	0	0	0	-2.799
34	-30.666199	27.274716	0	0	0	-2.377
35	-30.806782	20.518674	0	0	0	-1.397
36	-29.995829	15.757985	0	0	0	-1.298
37	-28.68386	10.952342	0	0	0	-1.439
38	-27.885001	6.414683	0	0	0	-1.304
39	-26.632079	1.861413	0	0	0	-1.447
40	-26.206133	-2.642025	0	0	0	-1.417
41	-25.741861	-4.437116	0	0	0	-0.464
42	-19.450413	-2.34243	0	0	0	0.213
43	-15.044369	-1.33309	0	0	0	0.108
44	-10.265405	-0.655297	0	0	0	0.446
45	-5.74513	1.519681	0	0	0	0.088
