1	0	0	0	0	0	0
2	4.267	0	0	0	0	0
3	8.534	0	0	0	0	0
4	12.801	0	0	0	0	0
5	17.068	0	0	0	0	0
6	21.335	0	0	0	0	0
7	25.602	0	0	0	0	0
8	29.869	0	0	0	0	0
9	34.136	0	0	0	0	0
10	38.403	0	0	0	0	1.571
11	38.403	4.267	0	0	0	1.571
12	38.403	8.534	0	0	0	1.571
13	38.403	12.801	0	0	0	1.571
14	38.403	17.068	0	0	0	1.571
15	38.403	21.335	0	0	0	1.571
16	38.403	25.602	0	0	0	1.571
17	38.403	29.869	0	0	0	3.142
18	34.136	29.869	0	0	0	3.142
19	29.869	29.869	0	0	0	3.142
20	25.602	29.869	0	0	0	3.142
21	21.335	29.869	0	0	0	3.142
22	17.068	29.869	0	0	0	3.142
23	12.801	29.869	0	0	0	3.142
24	8.534	29.869	0	0	0	3.142
25	4.267	29.869	0	0	0	3.142
26	0	29.869	0	0	0	3.142
27	-4.267	29.869	0	0	0	3.142
28	-8.534	29.869	0	0	0	3.142
29	-12.801	29.869	0	0	0	3.142
30	-17.068	29.869	0	0	0	3.142
31	-21.335	29.869	0	0	0	3.142
32	-25.602	29.869	0	0	0	-1.571
33	-25.602	25.602	0	0	0	-1.571
34	-25.602	21.335	0	0	0	-1.571
35	-25.602	17.068	0	0	0	-1.571
36	-25.602	12.801	0	0	0	-1.571
37	-25.602	8.534	0	0	0	-1.571
38	-25.602	4.267	0	0	0	-1.571
39	-25.602	0	0	0	0	0
40	-21.335	0	0	0	0	0
41	-17.068	0	0	0	0	0
42	-12.801	0	0	0	0	0
43	-8.534	0	0	0	0	0
44	-4.267	0	0	0	0	0
45	0	0	0	0	0	0
46	0	-4.267	0	0	0	-1.571
47	0	-8.534	0	0	0	-1.571
